Tipo de material;Meio de divulgação;Entidade;Tipo de organização;Autor;Título;Palavras-chave ou descritores;Ano da produção;Ano da publicação;Edição;Local de publicação;Editora;Número de páginas/minutos;Disponível em;ISBN;ISSN
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Silva Júnior, Edinaldo Enoque;A Umbanda no Extremo Oeste Catarinense: novos olhares sobre a religiosidade regional;;;2012;;Publicações Científicas Unochapecó. ;;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231#sobe_paginacao;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Bortoleto, Edivaldo José;A educação indígena e uma leitura semiótica das práticas culturais.;;;;;Revista pedagógica (Chapecó);;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental; Bernardi, Luci dos Santos;Um projeto interdisciplinar : abordagem temática freireana no estágio de docência do curso de licenciatura intercultural indígena;;;;;Revista pedagógica (Chapecó);;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Yamazaki, Regiani Magalhães de Oliveira;Saúde no contexto educacional indígena: análise de livros didáticos de ciências adotados em escolas municipais indígenas de Dourados-MS;;;;;Revista pedagógica (Chapecó);;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Resendíz, Nicanor Rebolledo;La interculturalidad: nuevos desafios para los docentes ;;;;;Revista pedagógica (Chapecó);;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231#sobe_paginacao;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Guisso, Cintia Marcia da Silva;O significado da sociocosmologia nas histórias dos Kofa Ag:  o mundo e vida kaigang;;;;;Publicações Científicas Unochapecó. ;;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231#sobe_paginacao;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Silva, Rodrigo Aguiar da;O processo de nascimento: perfil epidemiológico da zona urbana e rural;;;;;Publicações Científicas Unochapecó. ;;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231#sobe_paginacao;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Silva, Carolina Bernasconi da Silva;O programa nacional de habitação rural:  o caso da aldeia Condá;;;;;Publicações Científicas Unochapecó. ;;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231#sobe_paginacao;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Vanzella, Nelis;O trabalho do indígena em conflito com sua cultura.;;;;;Publicações Científicas Unochapecó. ;;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231#sobe_paginacao;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Begnini, Avalcir Rita Ferrari;O ensino religioso na diversidade:  contribuições da religiosidade indígena;;;;;Publicações Científicas Unochapecó. ;;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231#sobe_paginacao;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Siqueira, André Boccasius;O projeto político-pedagógico e o plano de ensino de ciências em uma escola kaingang.;;;;;Revista pedagógica (Chapecó);;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231#sobe_paginacao;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Moesch, Maria Carolina da Silveira;Dos direitos sociais ao sujeito de direitos:  cartografia de discursos e práticas profissionais na proteção social básica do SUAS;;;;;Publicações Científicas Unochapecó. ;;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231;;.
artigo científico;site;Universidade Comunitária Regional de Chapecó - Unochapecó;governamental;Prá, Andrius Antônio de;A (in)imputabilidade penal do índio [recurso eletrônico];;;;;Publicações Científicas Unochapecó. ;;;http://konrad.unochapeco.edu.br/pergamum/biblioteca/index.php?codAcervo=210231;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Silva, Thayse Jacques da;DA ACULTURAÇÃO À FRICÇÃO: O INÍCIO DA TRAJETÓRIA ACADÊMICA DE SÍLVIO COELHO DOS SANTOS E A EMERGÊNCIA DA ETNOLOGIA INDÍGENA NO SUL DO BRASIL ﻿;;;2015;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/131120;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Zanin, Nauíra Zanardo;Dinâmicas culturais indígenas e suas relações com os lugares de identificação ﻿;;;2017;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/178862;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Cardoso, Priscila Barbosa de Souza ;Qualificação para a equipe de saúde, no sistema de informação da atenção à saúde indígena ﻿;;;2016;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/172010;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Silva, Renata Barbosa da;Estruturação e implantação da vigilância de óbitos no Distrito Sanitário Especial Indígena da região do Alto Rio Juruá ﻿;;;2017;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/173146;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Mongelo, Joana Vangelista;Okoteve ja vy'a educação escolar indígena e educação indígena contrastes, conflitos e necessidades ﻿;;;2013;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/122648;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Garcia Salazar, Gabriela Victoria;Asheninca-ucayali : morfologia &amp| fonologia ﻿;;;1993;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/75982;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Orço, Claudio Luiz ;Educação intercultural e a desconstrução da subalternidade indígena kaingang ﻿;;;2012;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/101037;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;WEBER, Cátia| REINALDO, Fleuri;Povos indígenas, educação superior e interculturalidade: uma experiência entre as professoras Xokleng da Terra Indígena Ibirama, em Santa Catarina;;;2006;;Repositório Institucional da UFSC;UNIASSELVI;;https://repositorio.ufsc.br/handle/123456789/181382;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Belz, Karina Cristiane;Educação escolar Kaingang: do discurso oficial às práticas efetivas ﻿;;;2008;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/91945;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Guimarães, Joana Zanotto Sabbá;Gavião, não! Nós somos Parkatêjê ﻿;;;2015;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/131019;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Costa, Simone Angélica Alves de Souza;Práticas de enfermagem no acompanhamento de pacientes indígenas portadores de hipertensão arterial sistêmica: plano de ação ﻿;;;2016;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/172122;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Braun, Helenice da Aparecida Dambrós;Efetividade dos direitos trabalhistas dos indígenas e seus instrumentos jurídicos: uma análise das demandas trabalhistas das comunidades indígenas em Chapecó;;;2016;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/175082;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Muller, Salvio Alexandre;Efeitos desagregadores da construção da Barragem de Ibirama sobre a comunidade indígena ﻿;;;1985;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/111822;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Souza, Catiúscia Custódio de;O movimento indígena e a luta emancipatória ﻿;;;2015;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/169350;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Okawati, Juliana A. A;Alimentação Tradicional Kaingang & Saúde Indígena ﻿;;;2017;;Repositório Institucional da UFSC;;13:41 Min;https://repositorio.ufsc.br/handle/123456789/177673;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Autor desconhecido;Ações Saberes Indígena na Escola ﻿;Kaingang - Material Kaingang ;;2017;;Repositório Institucional da UFSC;;;https://repositorio.ufsc.br/handle/123456789/180961;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Autor desconhecido;Ações Saberes Indígena na Escola ﻿;Kaingang - Material Kaingang ;;2017;;Repositório Institucional da UFSC;;11:23 Min;https://repositorio.ufsc.br/handle/123456789/180972;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Autor desconhecido;Licenciatura Indigena do Sul da Mata Atlântica 2014.2 ﻿;Kaingang - Material Kaingang ;;2015;;Repositório Institucional da UFSC;;2:32:10 Hrs ;https://repositorio.ufsc.br/handle/123456789/132699;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Bulcão, Luis Lyra da Silva;Diálogos cartográficos em territórios indígenas: o estudo de caso Pankará da Serra do Arapuá no Sertão de Pernambuco ﻿;;;2014;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/132601;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Buba, Nathan Marcos;Adoradores de João Maria entre os Kaingang: o sincretismo com as tradições indígenas e os locais sagrados na Terra Indígena Xapecó/SC ﻿;;;2017;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/180320;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Finateli, Marcelo ;“PROJETOS” E “MISTURAS” INDÍGENAS: OS TERENA E GUARANI DA ALDEIA TEREGUÁ (ARARIBÁ – SP). ﻿;;;2016;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/158521;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Brito, Antonio José Guimarães;Povos indígenas e relações internacionais: a tolerância como princípio nas relações interétnicas ﻿;;;2004;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/88018;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Santos, Thiago Arruda Ribeiro dos;Antes que era bom, quando a água era boa e não precisava cultivar: uma etnografia sobre os avá-guarani da reserva indígena Tekoha Anhetete e o Programa Cultivando Água Boa da Itaipu Binacional ﻿;;;2016;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/167743;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Santos, Rafael Benassi dos;A LUTA INDÍGENA PELA TERRA NO BRASIL CONTEMPORÂNEO: um estudo etnohistórico da ocupação Kaingáng em Fraiburgo - SC (2009) ﻿;;;18/12/2014;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/127496;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Santos, Rafael Benassi dos;A LUTA INDÍGENA PELA TERRA NO BRASIL CONTEMPORÂNEO: um estudo etnohistórico de uma ocupação Kaingáng em Fraiburgo - SC (2009) ﻿;;;06/04/2015;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/131727;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Otth, Ernesto de Oliveira;O CONCEITO DE ESTADO PLURINACIONAL NA BOLÍVIA: ORIGENS E DESENVOLVIMENTO DE UM NOVO MODELO DE ESTADO Trabalho ﻿;;;16/08/2017;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/178512;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Guimarães, Andréa Noeremberg| Oltramari, Rita Maria Trindade Rebonatto| Vendruscolo, Carine| Trindade, Letícia de Lima| Zanotelli, Silvana dos Santos| Maciel, Daiana| Sanzovo, Gauana| Nunes, Jerusa Fumagalli Schaf| Schmitt, Márcia Danieli| Bueno, Mariana de Oliveira| Ferraboli, Sílvia Fátima| Balen, Sidiane Cristina;Roda de arte, trabalho e saúde com populações indígenas ﻿;;;02/06/2014;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/116984;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Aparicio, Adriana Biller;Direitos territoriais indígenas: diálogo entre o direito e a antropologia - o caso da terra Guarani Morro dos Cavalos ﻿;;;2008;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/92156;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Silva, Márcia Moura da;Análise de termos indígenas nas traduções hispano-americana, inglesa e italiana de Macunaíma: estratégias de tradução do ponto de vista cultural ﻿;;;2013;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/103485;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Brito, Yanuska Crispim Rodrigues de ;Diabetes tipo 2 e sua relação com hábitos alimentares na comunidade indígena Tabalascada localizada no município de Cantá - Roraima;;;2016;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/172148;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Pimentel, Giuliano Gomes de Assis;O esporte/lazer em comunidades indígenas no Paraná ﻿;;;;;Repositório Institucional da UFSC;;;https://repositorio.ufsc.br/handle/123456789/127774;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Martins, Valteir;Analise prosodica da lingua Daw (Maku-Kamã) numa perspectiva não-linear ﻿;;;1994;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/76079;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Santos, Ludoviko Carnasciali dos;Descrição de aspectos morfossintáticos da língua suyá (kisêdjê) família Jê / ﻿;;;1997;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/77195;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Bastos, Rafael Jose de Menezes;A festa da Jaguatirica: uma partitura critico-interpretativa ﻿;;;1989;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/75566;;.
artigo científico;site;Universidade Federal de Santa Catarina- UFSC;governamental;Araújo, Leopoldina Maria Souza de;Estruturas subjacentes de alguns tipos de frases declarativas afirmativas do dialeto gavião-jê ﻿;;;1977;;Repositório Institucional da UFSC;UFSC;;https://repositorio.ufsc.br/handle/123456789/74792;;.
